"","D3.NONE.1","D3.NONE.2","D3.NONE.3","D7.NONE.1","D7.NONE.2","D7.NONE.3","D11.NONE.1","D11.NONE.2","D11.NONE.3","D3.1.1","D3.1.2","D3.1.3","D7.0.1.1","D7.0.1.2","D7.0.1.3","D7.1.1","D7.1.2","D7.1.3","D7.10.1","D7.10.2","D7.10.3","D11.1.1","D11.1.2","D11.1.3"
"TC0200016705.hg.1",8.66499039489922,9.04214955408673,9.10640308075425,8.45842174154973,9.28510732949764,9.13749901707093,8.50457940769796,9.05660329256039,9.10174492437736,7.96164393535402,8.05310270281057,8.45999190439933,7.56656507355663,7.30221177135594,8.40210039544796,7.77938723534319,8.08881290347733,8.24640980008276,7.14291947134438,7.88307841181669,8.23635966788289,7.10544891375658,8.62933931289931,8.25064819125203
"TC0200016561.hg.1",4.14510062114266,4.17365520873031,4.02595125065009,4.16129651798946,4.36704001862369,4.43954294528558,4.25032073360318,4.81782044503026,4.41503723978023,5.09061665145826,5.22067925621138,5.61273331434113,4.70235006280729,5.13770297063466,5.57781843781014,4.82463919296321,5.26307012378597,5.39286421946058,5.37876001227893,5.81981119920544,6.29493722917565,3.91698774423358,5.40732277869784,5.69236785453607
"TC1000012497.hg.1",5.46458235720012,6.47101303268633,6.45937683379593,5.69092379566794,6.96273176255343,6.41142889060781,5.76982864759015,6.45181661631991,6.35033762847834,5.04892348741417,4.9222119027794,4.90787927139703,4.93520640775892,4.54162593408404,5.46648951888349,4.88394396623559,5.1489204914598,5.77528075399717,4.80679722033552,5.73514762848146,5.75663090003983,5.84597783255049,6.06728211862464,5.8075479147976
"TC0X00011311.hg.1",4.39967063188581,5.29570886075683,5.52662210383125,5.77717477207898,5.56547286073309,5.81570772499171,5.34073121863274,5.7084373561699,5.75585978282484,5.16412488289342,5.25989315047062,5.08592102324549,4.71575886585685,4.76353313384653,5.2393898867686,5.48293566179192,5.58288614775397,5.41766745723137,5.33675757069648,4.93263649610387,4.83798347732034,4.47684822767044,5.70177838811607,5.37747361334028
"TC1500010728.hg.1",7.50099078024157,7.55866859285333,7.72607224978329,8.30329301477982,7.70173987171896,7.90284782600268,8.30274128182895,7.84240865450657,7.70324945144411,8.73919481807953,8.64045802748413,8.62754645680465,8.57081881259849,8.11757203131334,8.23855191938095,8.55418915379807,8.69050212077077,7.99033936805104,8.54583401102614,8.23546633016206,8.34593252555552,9.75854544993243,8.54011137884977,8.35844179489049
"TC0200016586.hg.1",7.29482016032506,7.94043922944685,8.25717545274137,6.42288047931404,8.12759416932499,8.02433318818604,7.11519106584849,7.85746578116637,7.90454685105093,7.22037831133641,7.52533905976383,8.36705242451878,7.22818423832201,6.88302946331863,8.11160972838141,6.92468509862026,7.48402264130818,8.25641340198717,6.39910412799235,8.08748582193399,8.16835745897837,4.69405506888956,8.21929013718113,8.07212062837912
"TC0300014048.hg.1",6.39963205892989,6.88691978340184,7.06725354735831,5.60175668130419,7.27872635103003,7.11788748092725,6.24148271216573,7.29822130065948,7.17039878610481,5.76741196225463,5.76629062340899,6.4913013553114,6.11330456299458,5.91566623568548,6.56603875979922,6.00103990015198,6.05388188262873,6.54434926357937,5.54495390902019,6.31051749769135,6.82192717087068,4.53933588446156,7.21427094725431,7.17285976807597
"TC0100018187.hg.1",7.531018373405,7.02802899617855,7.3775171666338,8.01862405564544,7.34611476482244,7.63745578659844,8.51327275204539,7.93125401752697,8.1405824157122,8.60526823319237,8.80527892229489,8.71512328394474,9.38720137159173,9.27406083631219,9.00038998428209,9.68667161794836,9.53923527018636,8.74109239453233,9.13716037836544,8.6740259321591,9.1214707000128,9.73028082649829,9.63943630991163,9.52686251616823
"TC1000012581.hg.1",6.89669881075408,7.48150929430919,7.38941702554183,6.93682576688145,7.5427047242377,7.46317705444547,7.11118994299628,7.60820091354878,7.68944905845853,6.28412216172631,6.45120783761624,6.36686220204355,6.40898615025291,5.46331521247136,6.63759246621375,6.34061913129368,6.47993400694946,6.6708596462626,5.99161139911399,6.34612020157945,6.46966481234222,5.47245197085971,6.70073392960779,6.64850523996151
"TC1300009992.hg.1",7.19773059375795,7.43182404106174,7.49524217389314,7.02906985213055,7.71888853240353,7.65780144127127,7.38140724410246,7.69268107126755,7.52683936946372,6.99200818742488,7.06657810268012,7.44260717943727,6.65847724881276,6.61475624377141,7.29129735718441,6.7238910782031,6.90748627767113,6.86978156403583,6.18629019146758,6.60545228956817,7.04379386218027,5.53449827299124,7.24847652602582,7.15202227623479
"TC0300014047.hg.1",5.41600241402181,5.90421223479682,6.18657949505352,5.92692261528639,6.30939329667322,6.20443393550921,5.63567452626829,6.32930639162855,6.24171320834691,5.62392257074909,6.02615514900451,6.31711272458949,5.51502717718979,5.19773047091028,6.17835137500237,5.22336497959545,6.000146328501,5.48224531460105,5.78766847224167,6.08934564673275,6.00530228248562,4.95859350284021,6.11779518197916,5.91853109099267
"TC1900008409.hg.1",10.0445569126064,10.6891439438269,10.68009520691,9.62463691226154,10.8152858566862,10.4231507574202,9.60981161563102,10.4641256394494,10.2717025294934,9.50649129950642,9.71454668853664,10.3524431501654,9.53445812628055,9.38563050855498,10.3513463666905,9.66717891575519,9.74586543695803,9.72413401947191,9.10935381218023,9.83353424608651,10.1344093028933,8.31566875916016,10.4002767493602,10.055233476872
"TC0200015838.hg.1",9.11789013482286,9.69081552418627,9.65260184978506,8.24720954352314,9.42432358207007,9.05885268528695,8.43896092438248,9.40666979141412,9.15437726700682,8.36896797163429,8.44331421724134,9.00355291721443,7.9083226708814,7.84885735620603,8.88529651039763,7.96259777139734,8.37638894695681,8.85977253029124,7.47702431890401,8.41795620552115,8.68376609584671,6.62677210064756,8.91485103378938,8.65560436344837
"TC1200010111.hg.1",8.25058721393326,8.64345860722477,9.00443708944229,7.8939390340927,8.90077252827571,9.05084614425681,7.66156678586516,8.30946990447281,8.65881077409324,9.62727716497541,9.70946096875285,10.2632873432988,8.57942442459148,8.25043006837943,9.08270294474191,8.05991914689846,8.39734747134967,9.07365682771922,8.72628137473987,9.21247000551997,9.81615759555261,7.42016677494774,9.71279198196313,9.48930894607612
